,dict.player.bye_weeks.week,dict.player.display_position,dict.player.editorial_player_key,dict.player.editorial_team_abbr,dict.player.editorial_team_full_name,dict.player.editorial_team_key,dict.player.editorial_team_url,dict.player.eligible_positions,dict.player.eligible_positions_to_add,dict.player.has_player_notes,dict.player.headshot.size,dict.player.headshot.url,dict.player.image_url,dict.player.is_keeper.status,dict.player.is_keeper.cost,dict.player.is_keeper.kept,dict.player.is_undroppable,dict.player.name.ascii_first,dict.player.name.ascii_last,dict.player.name.first,dict.player.name.full,dict.player.name.last,dict.player.player_id,dict.player.player_key,dict.player.player_notes_last_timestamp,dict.player.position_type,dict.player.primary_position,dict.player.uniform_number,dict.player.url,dict.player.status,dict.player.status_full,dict.player.injury_note,player.bye_weeks.week,player.display_position,player.editorial_player_key,player.editorial_team_abbr,player.editorial_team_full_name,player.editorial_team_key,player.editorial_team_url,player.eligible_positions,player.eligible_positions_to_add,player.has_player_notes,player.headshot.size,player.headshot.url,player.image_url,player.injury_note,player.is_keeper.status,player.is_keeper.cost,player.is_keeper.kept,player.is_undroppable,player.name.ascii_first,player.name.ascii_last,player.name.first,player.name.full,player.name.last,player.player_id,player.player_key,player.player_notes_last_timestamp,player.position_type,player.primary_position,player.status,player.status_full,player.uniform_number,player.url,player.has_recent_player_notes
10,10.0,QB,nfl.p.24797,KC,Kansas City Chiefs,nfl.t.12,https://sports.yahoo.com/nfl/teams/kansas-city/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/FWM75yMSLdJIMoE8tK10Zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082022/24797.png,https://s.yimg.com/iu/api/res/1.2/FWM75yMSLdJIMoE8tK10Zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082022/24797.png,False,False,False,0.0,Blaine,Gabbert,Blaine,Blaine Gabbert,Gabbert,24797.0,461.p.24797,,O,QB,,https://sports.yahoo.com/nfl/players/24797,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14.0,QB,nfl.p.24822,Car,Carolina Panthers,nfl.t.29,https://sports.yahoo.com/nfl/teams/carolina/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/pcBuBhWyQpljJZWMXlpcNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07302025/24822.png,https://s.yimg.com/iu/api/res/1.2/pcBuBhWyQpljJZWMXlpcNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07302025/24822.png,False,False,False,0.0,Andy,Dalton,Andy,Andy Dalton,Dalton,24822.0,461.p.24822,,O,QB,14.0,https://sports.yahoo.com/nfl/players/24822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,WR,nfl.p.24851,NYJ,New York Jets,nfl.t.20,https://sports.yahoo.com/nfl/teams/ny-jets/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/BXzc3sSm8TjpbuICfEfzRA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08022023/24851.png,https://s.yimg.com/iu/api/res/1.2/BXzc3sSm8TjpbuICfEfzRA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08022023/24851.png,False,False,False,0.0,Randall,Cobb,Randall,Randall Cobb,Cobb,24851.0,461.p.24851,,O,WR,,https://sports.yahoo.com/nfl/players/24851,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.0,QB,nfl.p.24967,NYJ,New York Jets,nfl.t.20,https://sports.yahoo.com/nfl/teams/ny-jets/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/a8beKT_x.nGGQ_xj26.CmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292025/24967.png,https://s.yimg.com/iu/api/res/1.2/a8beKT_x.nGGQ_xj26.CmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292025/24967.png,False,False,False,0.0,Tyrod,Taylor,Tyrod,Tyrod Taylor,Taylor,24967.0,461.p.24967,,O,QB,2.0,https://sports.yahoo.com/nfl/players/24967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,QB,nfl.p.25718,Ten,Tennessee Titans,nfl.t.10,https://sports.yahoo.com/nfl/teams/tennessee/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/aFjZsGSxbeh44ypQYfc6NQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182023/25718.png,https://s.yimg.com/iu/api/res/1.2/aFjZsGSxbeh44ypQYfc6NQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182023/25718.png,False,False,False,0.0,Ryan,Tannehill,Ryan,Ryan Tannehill,Tannehill,25718.0,461.p.25718,,O,QB,,https://sports.yahoo.com/nfl/players/25718,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14.0,QB,nfl.p.25785,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/IAJ5NuvKMwhiESEEmDR_LA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082025/25785.png,https://s.yimg.com/iu/api/res/1.2/IAJ5NuvKMwhiESEEmDR_LA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09082025/25785.png,False,False,False,0.0,Russell,Wilson,Russell,Russell Wilson,Wilson,25785.0,461.p.25785,,O,QB,3.0,https://sports.yahoo.com/nfl/players/25785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5.0,QB,nfl.p.25812,Atl,Atlanta Falcons,nfl.t.1,https://sports.yahoo.com/nfl/teams/atlanta/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/AI5jJpWCcspmhIMd6rK4zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/03262024/25812.png,https://s.yimg.com/iu/api/res/1.2/AI5jJpWCcspmhIMd6rK4zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/03262024/25812.png,False,False,False,0.0,Kirk,Cousins,Kirk,Kirk Cousins,Cousins,25812.0,461.p.25812,,O,QB,18.0,https://sports.yahoo.com/nfl/players/25812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,14.0,K,nfl.p.25871,NYG,New York Giants,nfl.t.19,https://sports.yahoo.com/nfl/teams/ny-giants/,['K'],,,small,https://s.yimg.com/iu/api/res/1.2/ypVBsbiRVtsfBjr3aFUMlw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092022/25871.png,https://s.yimg.com/iu/api/res/1.2/ypVBsbiRVtsfBjr3aFUMlw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092022/25871.png,False,False,False,0.0,Randy,Bullock,Randy,Randy Bullock,Bullock,25871.0,461.p.25871,,K,K,,https://sports.yahoo.com/nfl/players/25871,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8.0,WR,nfl.p.25876,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/WklbLgXV93clIqlW48VHmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/25876.png,https://s.yimg.com/iu/api/res/1.2/WklbLgXV93clIqlW48VHmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/25876.png,False,False,False,0.0,Marvin,Jones Jr.,Marvin,Marvin Jones Jr.,Jones Jr.,25876.0,461.p.25876,,O,WR,,https://sports.yahoo.com/nfl/players/25876,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9.0,K,nfl.p.25881,NYJ,New York Jets,nfl.t.20,https://sports.yahoo.com/nfl/teams/ny-jets/,['K'],,,small,https://s.yimg.com/iu/api/res/1.2/v6JA0sVA3yJE9gnBG.q1Fw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092024/25881.png,https://s.yimg.com/iu/api/res/1.2/v6JA0sVA3yJE9gnBG.q1Fw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092024/25881.png,False,False,False,0.0,Greg,Zuerlein,Greg,Greg Zuerlein,Zuerlein,25881.0,461.p.25881,,K,K,,https://sports.yahoo.com/nfl/players/25881,NA,Inactive: Coach's Decision or Not on Roster,Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8.0,RB,nfl.p.26389,LV,Las Vegas Raiders,nfl.t.13,https://sports.yahoo.com/nfl/teams/las-vegas/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png,https://s.yimg.com/iu/api/res/1.2/spbqG7LEhsLktb2xHJbIoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/26389.png,False,False,False,0.0,Brandon,Bolden,Brandon,Brandon Bolden,Bolden,26389.0,461.p.26389,,O,RB,,https://sports.yahoo.com/nfl/players/26389,NA,Inactive: Coach's Decision or Not on Roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5.0,QB,nfl.p.26483,Chi,Chicago Bears,nfl.t.3,https://sports.yahoo.com/nfl/teams/chicago/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/Dz9GeU24yzKXaL_ncOTnUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/26483.png,https://s.yimg.com/iu/api/res/1.2/Dz9GeU24yzKXaL_ncOTnUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/26483.png,False,False,False,0.0,Case,Keenum,Case,Case Keenum,Keenum,26483.0,461.p.26483,,O,QB,11.0,https://sports.yahoo.com/nfl/players/26483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
