,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
6799,9204,,,,,,,11391.0,,,420461.0,,,5716.0,4832.0,,8934.0,214092.0,,,Amos Zereoue,amos zereoue,RB,PIT,1984-04-08,37.1,2008.0,5.0,22.0,,,75.0,315.0,Oregon State,2025,Amos Zereoue,Amos Zereoue_8934,8934.0
10594,1557,,,,,,,,,,,ReedAn00,,65.0,,,,0.0,,,Andre Reed,andre reed,WR,FA,,,1985.0,4.0,,86.0,Andre_Reed83,74.0,190.0,,2025,Andre Reed,Andre Reed_<NA>,
11553,6864,,,,,,,,,,,,,,,,,0.0,,,Andre Reed,andre reed,WR,FA,1980-03-13,41.2,0.0,,,,,,180.0,Texas,2025,Andre Reed,Andre Reed_<NA>,
8116,6966,,,,,,,,,,,,,3059.0,2674.0,,6374.0,0.0,,,Andre Rison,andre rison,WR,OAK,1979-01-27,42.3,2003.0,2.0,6.0,,,77.0,305.0,Wisconsin,2025,Andre Rison,Andre Rison_6374,6374.0
10429,1571,,,,,,,,,,,RisoAn00,andre-rison-1,,,,,0.0,,,Andre Rison,andre rison,WR,FA,,,1989.0,1.0,22.0,22.0,,73.0,188.0,Michigan State,2025,Andre Rison,Andre Rison_<NA>,
9875,1376,,,,,,,,,,,JordAn00,,371.0,,,,0.0,,,Andrew Jordan,andrew jordan,TE,FA,1972-06-21,48.9,1994.0,6.0,18.0,179.0,,,268.0,Western Carolina,2025,Andrew Jordan,Andrew Jordan_<NA>,
11121,4728,7479200b-8d5f-47f0-a53f-82a53e5c8e9f,,,,1962.0,,,28200.0,,,,,10100.0,,,28200.0,467431.0,16217.0,,Andrew Jordan,andrew jordan,TE,MIN,1990-01-10,35.8,0.0,,,,,77.0,305.0,Auburn,2025,Andrew Jordan,Andrew Jordan_28200,28200.0
8807,5676,,,00-0019457,602.0,,25336.0,2158.0,,,187740.0,BechAn00,anthony-becht-1,1313.0,898.0,,5056.0,25175.0,,,Anthony Becht,anthony becht,TE,FA,1977-08-08,43.7,2000.0,1.0,27.0,27.0,,78.0,270.0,West Virginia,2025,Anthony Becht,Anthony Becht_5056,5056.0
12093,540,,,,,,,,,,,,,,,,,,,,Anthony Becht,anthony becht,TE,NYJ,,,,,,,,,,,2025,Anthony Becht,Anthony Becht_<NA>,
10206,4494,,,,,,,,,,,,,,,,,0.0,,,Anthony Johnson,anthony johnson,RB,FA,,,1992.0,12.0,26.0,,,,,Virginia Tech,2025,Anthony Johnson,Anthony Johnson_<NA>,
10336,1348,,,,,,,,,,,JohnAn00,anthony-johnson-5,,,,,0.0,,,Anthony Johnson,anthony johnson,RB,FA,,,1990.0,2.0,11.0,36.0,,74.0,304.0,Notre Dame,2025,Anthony Johnson,Anthony Johnson_<NA>,
2299,14119,e0dc9dce-fe33-4092-b6bd-6af3cbcb762e,18263.0,00-0035474,41706.0,5929.0,48618.0,4049301.0,32482.0,,2258536.0,,,13788.0,14143.0,,32482.0,945145.0,20830.0,945145.0,Anthony Johnson,anthony johnson,WR,FA,1995-01-29,27.1,2019.0,,,,,74.0,209.0,Buffalo,2025,Anthony Johnson,Anthony Johnson_32482,32482.0
8881,5763,,,,,,,,,,,,,1332.0,,,,0.0,,,Anthony Lucas,anthony lucas,WR,FA,,,2000.0,4.0,20.0,,,75.0,190.0,Arkansas,2025,Anthony Lucas,Anthony Lucas_<NA>,
11230,5190,,,,,,,,,,,,,,,,,0.0,,,Anthony Lucas,anthony lucas,WR,GBP,,,0.0,,,,,,178.0,Richmond,2025,Anthony Lucas,Anthony Lucas_<NA>,
11603,7201,,,,,,,,,,,,,3560.0,2286.0,,6605.0,0.0,,,Antonio Brown,antonio brown,WR,FA,1978-03-03,43.2,0.0,,,,,70.0,179.0,West Virginia,2025,Antonio Brown,Antonio Brown_6605,6605.0
6325,9988,16e33176-b73e-49b7-b0aa-c405b47a706e,9808.0,00-0027793,5718.0,536.0,2508061.0,13934.0,24171.0,,1272852.0,BrowAn04,antonio-brown-1,6454.0,5698.0,,24171.0,406214.0,11056.0,406214.0,Antonio Brown,antonio brown,WR,FA,1988-07-10,35.6,2010.0,6.0,26.0,195.0,AntonioBrown84,70.0,185.0,Central Michigan,2025,Antonio Brown,Antonio Brown_24171,24171.0
9740,1802,,,,,,,,,,,FreeAn00,antonio-freeman-1,233.0,,,,0.0,,,Antonio Freeman,antonio freeman,WR,FA,1972-05-27,48.9,1995.0,3.0,26.0,90.0,,73.0,194.0,Virginia Tech,2025,Antonio Freeman,Antonio Freeman_<NA>,
9485,3012,,,,,,,,,,,,,,,,,0.0,,,Antonio Freeman,antonio freeman,WR,GBP,1973-07-05,47.8,1997.0,4.0,34.0,,,74.0,245.0,Colorado,2025,Antonio Freeman,Antonio Freeman_<NA>,
10371,2310,,,,,,,,,,,,,,,,,0.0,,,Autry Denson,autry denson,RB,MIA,,,1990.0,2.0,4.0,,,75.0,239.0,Syracuse,2025,Autry Denson,Autry Denson_<NA>,
9196,4097,,,,,,,,,,,DensAu00,autry-denson-1,1205.0,,,,0.0,,,Autry Denson,autry denson,RB,FA,1976-12-08,44.4,1999.0,7.0,27.0,233.0,,69.0,195.0,Notre Dame,2025,Autry Denson,Autry Denson_<NA>,
8888,5770,,,,,,,,,,,BlacAv00,,1335.0,,,5150.0,0.0,,,Avion Black,avion black,WR,FA,1977-04-24,44.0,2000.0,4.0,27.0,121.0,,71.0,185.0,Tennessee State,2025,Avion Black,Avion Black_5150,5150.0
10783,756,,,,,,,,,,,,,,,,,0.0,,,Avion Black,avion black,WR,BUF,,,1970.0,,,,Bengals,,,,2025,Avion Black,Avion Black_<NA>,
10878,1536,,,,,,,,,,,,,347.0,,,,0.0,,,Bernie Parmalee,bernie parmalee,RB,FA,,,0.0,,,,,71.0,204.0,Ball State,2025,Bernie Parmalee,Bernie Parmalee_<NA>,
10472,6288,,,,,,,,,,,,,,,,,0.0,,,Bernie Parmalee,bernie parmalee,RB,FA,,,1989.0,8.0,20.0,,,,,Brigham Young,2025,Bernie Parmalee,Bernie Parmalee_<NA>,
9612,2694,,,,,,,,,,,,,,,,,0.0,,,Bert Emanuel,bert emanuel,WR,NEP,1972-09-12,48.7,1996.0,3.0,17.0,,,,290.0,Florida,2025,Bert Emanuel,Bert Emanuel_<NA>,
9860,1202,,,,,,,,,,,EmanBe00,bert-emanuel-1,715.0,,,,0.0,,,Bert Emanuel,bert emanuel,WR,FA,1970-10-27,50.5,1994.0,2.0,16.0,45.0,,,171.0,Rice,2025,Bert Emanuel,Bert Emanuel_<NA>,
11813,7800,,,,,,,,,,,,,,3105.0,,7165.0,0.0,,,Blake Spence,blake spence,RB,NYJ,1980-04-01,41.1,0.0,,,,,76.0,260.0,Oregon,2025,Blake Spence,Blake Spence_7165,7165.0
9335,3412,,,,,,,,,,,SpenBl00,blake-spence-1,,,,,0.0,,,Blake Spence,blake spence,RB,FA,1975-06-20,45.9,1998.0,5.0,23.0,146.0,,76.0,249.0,Oregon,2025,Blake Spence,Blake Spence_<NA>,
10210,1127,,,,,,,,,,,ChriBo00,bob-christian-1,28.0,,,,0.0,,,Bob Christian,bob christian,RB,FA,,,1991.0,12.0,4.0,310.0,,71.0,230.0,Northwestern,2025,Bob Christian,Bob Christian_<NA>,
10350,1698,,,,,,,,,,,,,,,,,0.0,,,Bob Christian,bob christian,RB,ATL,,,1990.0,,,,,73.0,210.0,Pittsburgh,2025,Bob Christian,Bob Christian_<NA>,
9749,1818,,,,,,,,,,,,,,,,,0.0,,,Bobby Collins,bobby collins,TE,BUF,1972-08-11,48.7,1995.0,7.0,9.0,,,74.0,190.0,Grambling,2025,Bobby Collins,Bobby Collins_<NA>,
9116,3986,,,,,,,,,,,CollBo00,,1175.0,,,,0.0,,,Bobby Collins,bobby collins,TE,FA,1976-08-20,44.7,1999.0,4.0,27.0,122.0,,77.0,240.0,,2025,Bobby Collins,Bobby Collins_<NA>,
10830,1165,,,,,,,,,,,,,440.0,,,,0.0,,,Brad Daluiso,brad daluiso,PK,FA,,,0.0,,,,,74.0,207.0,UCLA,2025,Brad Daluiso,Brad Daluiso_<NA>,
10571,2142,,,,,,,,,,,,,,,,,0.0,,,Brad Daluiso,brad daluiso,PK,FA,,,1986.0,3.0,,,,72.0,178.0,,2025,Brad Daluiso,Brad Daluiso_<NA>,
7319,8325,,,,,,,,,,423790.0,WillBr01,brandon-williams-6,4882.0,3720.0,,7833.0,0.0,,,Brandon Williams,brandon williams,WR,FA,1984-02-24,37.2,2006.0,3.0,20.0,84.0,,71.0,183.0,Wisconsin,2025,Brandon Williams,Brandon Williams_7833,7833.0
5555,11510,b6cca4b9-a1f4-45f1-a042-259da4d2d7db,11981.0,00-0029793,7876.0,3653.0,2539645.0,16313.0,29901.0,,2058173.0,WillBr04,,9216.0,8895.0,,27103.0,540560.0,18446.0,,Brandon Williams,brandon williams,TE,FA,1987-10-12,33.6,2012.0,,,,,75.0,260.0,Oregon,2025,Brandon Williams,Brandon Williams_27103,27103.0
12092,534,,,,,,,,,,,,,,,,,,,,Brett Bech,brett bech,WR,FA,,,,,,,,,,,2025,Brett Bech,Brett Bech_<NA>,
9833,3221,,,,,,,,,,,,,1281.0,,,,0.0,,,Brett Bech,brett bech,WR,FA,1971-08-20,49.7,1995.0,,,,,73.0,184.0,LSU,2025,Brett Bech,Brett Bech_<NA>,
12064,144,,,,,,,,,,,,,,,,,,,,Brian Alford,brian alford,WR,NYG,,,,,,,,,,,2025,Brian Alford,Brian Alford_<NA>,
9285,3347,,,,,,,,,,,AlfoBr00,brian-alford-1,972.0,,,,0.0,,,Brian Alford,brian alford,WR,FA,1975-06-07,45.9,1998.0,3.0,9.0,70.0,,,187.0,Purdue,2025,Brian Alford,Brian Alford_<NA>,
10960,2892,,,,,,,,,,,,,,,,,0.0,,,Brian Finneran,brian finneran,WR,ATL,,,0.0,,,,,71.0,184.0,Alabama State,2025,Brian Finneran,Brian Finneran_<NA>,
9393,5522,,,00-0005231,,,,2048.0,,1773.0,12366.0,FinnBr00,,1184.0,2134.0,,4946.0,25065.0,,,Brian Finneran,brian finneran,WR,FA,1976-01-31,45.3,1998.0,,,,BFinn86,77.0,210.0,Villanova,2025,Brian Finneran,Brian Finneran_4946,4946.0
8987,5879,d3f1202b-e744-4261-8c46-53f202bf7ad0,,00-0019548,707.0,,2504173.0,2361.0,,539.0,187572.0,JennBr00,brian-jennings-1,2863.0,432.0,,5259.0,25378.0,,,Brian Jennings,brian jennings,TE,FA,1976-10-14,44.6,2000.0,7.0,24.0,230.0,Jennings141,77.0,242.0,Arizona State,2025,Brian Jennings,Brian Jennings_5259,5259.0
10200,4434,,,,,,,,,,,,,,,,,0.0,,,Brian Jennings,brian jennings,TE,SFO,,,1992.0,10.0,5.0,,,,,North Carolina,2025,Brian Jennings,Brian Jennings_<NA>,
10076,4194,,,,,,,,,,,,,,,,,0.0,,,Brock Huard,brock huard,QB,SEA,,,1993.0,2.0,19.0,,,,,Northwestern St,2025,Brock Huard,Brock Huard_<NA>,
9076,3941,,,,,,,,,,,HuarBr00,brock-huard-1,1180.0,52.0,,,0.0,,,Brock Huard,brock huard,QB,FA,1976-04-15,45.1,1999.0,3.0,16.0,77.0,,,235.0,Washington,2025,Brock Huard,Brock Huard_<NA>,
8796,5663,,,,,,,,,,187388.0,FranBu00,bubba-franks-1,1310.0,1784.0,,5043.0,0.0,,,Bubba Franks,bubba franks,TE,FA,1978-01-06,43.3,2000.0,1.0,14.0,14.0,,78.0,265.0,Miami (Fla.),2025,Bubba Franks,Bubba Franks_5043,5043.0
9471,2994,,,,,,,,,,,,,,,,,0.0,,,Bubba Franks,bubba franks,TE,GBP,1974-09-17,46.6,1997.0,4.0,11.0,,,77.0,281.0,Troy State,2025,Bubba Franks,Bubba Franks_<NA>,
12143,990,,,,,,,,,,,,,,,,,,,,Bubby Brister,bubby brister,QB,KCC,,,,,,,,,,,2025,Bubby Brister,Bubby Brister_<NA>,
10561,1078,,,,,,,,,,,BrisBu00,bubby-brister-1,181.0,,,,0.0,,,Bubby Brister,bubby brister,QB,FA,,,1986.0,3.0,,67.0,BubbyBrister,75.0,207.0,Northeast Louisiana,2025,Bubby Brister,Bubby Brister_<NA>,
9750,1820,,,,,,,,,,,ChamBy00,byron-chamberlain-1,745.0,,,,0.0,,,Byron Chamberlain,byron chamberlain,TE,FA,1971-10-17,49.6,1995.0,7.0,14.0,222.0,bc_chamberlain,73.0,242.0,,2025,Byron Chamberlain,Byron Chamberlain_<NA>,
10428,1554,,,,,,,,,,,,,,,,,0.0,,,Byron Chamberlain,byron chamberlain,TE,MIN,,,1989.0,5.0,12.0,,,72.0,165.0,,2025,Byron Chamberlain,Byron Chamberlain_<NA>,
9425,2942,,,,,,,,,,,HansBy00,byron-hanspard-1,714.0,,,,0.0,,,Byron Hanspard,byron hanspard,RB,FA,1976-01-23,45.3,1997.0,2.0,11.0,41.0,,70.0,198.0,Texas Tech,2025,Byron Hanspard,Byron Hanspard_<NA>,
10552,3702,,,,,,,,,,,,,,,,,0.0,,,Byron Hanspard,byron hanspard,RB,FA,,,1987.0,,,,,72.0,175.0,Arizona State,2025,Byron Hanspard,Byron Hanspard_<NA>,
9856,1160,,,,,,,,,,,CrumCa00,carlester-crumpler-1,,,,,0.0,,,Carlester Crumpler,carlester crumpler,TE,FA,1971-09-05,49.7,1994.0,7.0,8.0,202.0,carlester,78.0,255.0,East Carolina,2025,Carlester Crumpler,Carlester Crumpler_<NA>,
10254,2100,,,,,,,,,,,,,,,,,0.0,,,Carlester Crumpler,carlester crumpler,TE,FA,,,1991.0,,,,,73.0,288.0,,2025,Carlester Crumpler,Carlester Crumpler_<NA>,
11900,8198,,,,,,,,,,,,,,3570.0,,7555.0,0.0,,,Carlyle Holiday,carlyle holiday,WR,FA,1981-10-04,39.6,0.0,,,,,74.0,217.0,Notre Dame,2025,Carlyle Holiday,Carlyle Holiday_7555,7555.0
7470,8506,,,,,,,,,,,,,,,,,0.0,,,Carlyle Holiday,carlyle holiday,WR,FA,,,2006.0,,,,,,,,2025,Carlyle Holiday,Carlyle Holiday_<NA>,
12108,798,,,,,,,,,,,,,,,,,,,,Cary Blanchard,cary blanchard,PK,ARI,,,,,,,,,,,2025,Cary Blanchard,Cary Blanchard_<NA>,
10815,1063,,,,,,,,,,,,,280.0,,,,0.0,,,Cary Blanchard,cary blanchard,PK,FA,,,0.0,,,,,73.0,227.0,Oklahoma State,2025,Cary Blanchard,Cary Blanchard_<NA>,
11153,4805,,,,,,,,,,,,,1546.0,,,,0.0,,,Casey Crawford,casey crawford,TE,FA,1977-08-01,43.8,0.0,,,,,78.0,255.0,Virginia,2025,Casey Crawford,Casey Crawford_<NA>,
10443,2067,,,,,,,,,,,,,,,,,0.0,,,Casey Crawford,casey crawford,TE,CAR,,,1989.0,4.0,12.0,,,,185.0,Southern,2025,Casey Crawford,Casey Crawford_<NA>,
9149,4036,,,,,,,,,,,MartCe00,cecil-martin-1,,,,,0.0,,,Cecil Martin,cecil martin,RB,FA,1975-07-08,45.8,1999.0,6.0,3.0,172.0,,73.0,240.0,Wisconsin,2025,Cecil Martin,Cecil Martin_<NA>,
10661,5313,,,,,,,,,,,,,,,,,0.0,,,Cecil Martin,cecil martin,RB,PHI,,,1979.0,,,,,,260.0,Arizona State,2025,Cecil Martin,Cecil Martin_<NA>,
2746,13652,a964f59b-af2b-48e1-b64d-c376cc1d8c28,17262.0,00-0034418,48170.0,5113.0,46277.0,4036335.0,31178.0,,2240685.0,WilsCe01,cedric-wilson-3,12773.0,13202.0,,31178.0,912061.0,20013.0,912061.0,Cedrick Wilson,cedrick wilson,WR,MIA,1995-11-20,29.9,2018.0,6.0,34.0,208.0,,74.0,197.0,Boise State,2025,Cedrick Wilson,Cedrick Wilson_31178,31178.0
8703,5079,,,,,,,,,,235178.0,WilsCe00,cedrick-wilson-1,2273.0,422.0,,5617.0,0.0,,,Cedrick Wilson,cedrick wilson,WR,FA,1978-12-17,42.4,2001.0,6.0,6.0,169.0,,70.0,183.0,Tennessee,2025,Cedrick Wilson,Cedrick Wilson_5617,5617.0
10055,2505,,,,,,,,,,,,,,,,,0.0,,,Chad Dukes,chad dukes,RB,CAR,1970-02-21,51.2,1993.0,5.0,28.0,,,72.0,234.0,Mississippi State,2025,Chad Dukes,Chad Dukes_<NA>,
11123,4758,,,,,,,,,,,,,,,,,0.0,,,Chad Dukes,chad dukes,RB,FA,1971-12-29,49.4,0.0,,,,,72.0,230.0,Pittsburgh,2025,Chad Dukes,Chad Dukes_<NA>,
10289,4510,,,,,,,,,,,,,,,,,0.0,,,Chad Johnson,chad johnson,WR,CIN,,,1991.0,3.0,1.0,,,,,South Carolina,2025,Chad Johnson,Chad Johnson_<NA>,
8589,4929,185ade26-bbb5-4acf-9d7d-6469ac12048a,9103.0,00-0020397,806.0,,2504651.0,2584.0,5483.0,,1233759.0,JohnCh01,chad-johnson-1,2229.0,2544.0,,5483.0,25602.0,,,Chad Johnson,chad johnson,WR,FA,1978-01-09,43.3,2001.0,2.0,5.0,36.0,ochocinco,73.0,188.0,Oregon State,2025,Chad Johnson,Chad Johnson_5483,5483.0
5029,11409,be08946a-31ea-46da-b572-19c1e1948d14,11840.0,00-0030113,7998.0,1530.0,2541147.0,15885.0,26839.0,,2057693.0,JohnCh08,,8913.0,8615.0,,26839.0,386696.0,15141.0,,Charles Johnson,charles johnson,WR,PHI,1989-02-27,32.2,2013.0,7.0,10.0,216.0,,74.0,215.0,Grand Valley St,2025,Charles Johnson,Charles Johnson_26839,26839.0
9872,1350,,,,,,,,,,,JohnCh00,charles-e-johnson-1,525.0,,,,0.0,,,Charles Johnson,charles johnson,WR,FA,1972-01-03,49.3,1994.0,1.0,17.0,17.0,,72.0,189.0,Colorado,2025,Charles Johnson,Charles Johnson_<NA>,
10290,4512,,,,,,,,,,,,,,,,,0.0,,,Charles Johnson,charles johnson,WR,FA,,,1991.0,3.0,14.0,,,,,Colorado,2025,Charles Johnson,Charles Johnson_<NA>,
10518,4734,,,,,,,,,,,,,,,,,0.0,,,Charles Jordan,charles jordan,WR,FA,,,1988.0,,,,,74.0,232.0,Nevada-Las Vegas,2025,Charles Jordan,Charles Jordan_<NA>,
10865,1377,,,,,,,,,,,,,350.0,,,,0.0,,,Charles Jordan,charles jordan,WR,FA,,,0.0,,,,,70.0,170.0,,2025,Charles Jordan,Charles Jordan_<NA>,
9278,3340,a725e7c5-86df-4b5b-abe0-71b809be988d,9107.0,00-0000865,367.0,,2499567.0,1490.0,4319.0,55.0,12204.0,BatcCh00,charlie-batch-1,945.0,655.0,,4319.0,24438.0,,,Charlie Batch,charlie batch,QB,PIT,1974-12-05,46.4,1998.0,2.0,30.0,60.0,CharlieBatch16,74.0,216.0,Eastern Michigan,2025,Charlie Batch,Charlie Batch_4319,4319.0
12090,444,,,,,,,,,,,,,,,,,,,,Charlie Batch,charlie batch,QB,DET,,,,,,,,,,,2025,Charlie Batch,Charlie Batch_<NA>,
9634,2725,,,,,,,,,,,JoneCh00,charlie-jones-4,,,,,0.0,,,Charlie Jones,charlie jones,WR,FA,1972-12-01,48.4,1996.0,4.0,19.0,114.0,,68.0,175.0,Fresno State,2025,Charlie Jones,Charlie Jones_<NA>,
749,16203,c634c231-61fb-4725-8533-2cce14bfebbf,25336.0,00-0038576,55038.0,10228.0,55996.0,4257188.0,40158.0,,2868959.0,JoneCh11,charlie-jones-7,16719.0,,,40158.0,0.0,24122.0,1067132.0,Charlie Jones,charlie jones,WR,CIN,1998-10-29,27.0,2023.0,4.0,29.0,131.0,,72.0,190.0,Purdue,2025,Charlie Jones,Charlie Jones_40158,40158.0
10314,4644,,,,,,,,,,,,,,,,,0.0,,,Charlie Jones,charlie jones,WR,SDC,,,1991.0,11.0,10.0,,,,,UCLA,2025,Charlie Jones,Charlie Jones_<NA>,
8191,7050,,,,,,,,,,,,,,1553.0,,6458.0,0.0,,,Charlie Rogers,charlie rogers,WR,SEA,1980-08-27,40.7,2003.0,4.0,25.0,,,77.0,325.0,Marshall,2025,Charlie Rogers,Charlie Rogers_6458,6458.0
9136,4016,,,,,,,,,,,RogeCh00,charlie-rogers-1,,,,,0.0,,,Charlie Rogers,charlie rogers,WR,FA,1976-06-19,44.9,1999.0,5.0,19.0,152.0,,70.0,180.0,Georgia Tech,2025,Charlie Rogers,Charlie Rogers_<NA>,
8696,5071,,,,,,,,,,,,,2290.0,,,,0.0,,,Chris Barnes,chris barnes,RB,FA,1978-07-31,42.8,2001.0,5.0,30.0,,,73.0,210.0,New Mexico State,2025,Chris Barnes,Chris Barnes_<NA>,
12085,392,,,,,,,,,,,,,,,,,,,,Chris Barnes,chris barnes,RB,BAL,,,,,,,,,,,2025,Chris Barnes,Chris Barnes_<NA>,
10819,1067,,,,,,,,,,,,,,,,,0.0,,,Chris Boniol,chris boniol,PK,FA,1971-12-09,49.4,0.0,,,,,71.0,159.0,Louisiana Tech,2025,Chris Boniol,Chris Boniol_<NA>,
12113,828,,,,,,,,,,,,,,,,,,,,Chris Boniol,chris boniol,PK,CHI,,,,,,,,,,,2025,Chris Boniol,Chris Boniol_<NA>,
931,16387,35a0d440-f017-11ed-bedb-53f19b227cc3,25823.0,00-0038685,83644.0,11370.0,56375.0,3149687.0,40625.0,,2962350.0,BrooCh00,,16741.0,,1490.0,40625.0,0.0,23192.0,1127065.0,Chris Brooks,chris brooks,RB,GBP,2000-01-11,25.8,2023.0,,,,,73.0,219.0,BYU,2025,Chris Brooks,Chris Brooks_40625,40625.0
6090,10200,,,,,,,,,,,,,7050.0,6427.0,,24663.0,301133.0,,,Chris Brooks,chris brooks,WR,FA,1987-02-05,34.3,2010.0,,,,ChrisBrooks83,74.0,210.0,Nebraska,2025,Chris Brooks,Chris Brooks_24663,24663.0
3588,12668,828a2dcf-a95f-4842-a463-96eb9c5f6ce1,,00-0032702,11118.0,3486.0,43822.0,2980137.0,29888.0,,2005651.0,,,10923.0,11567.0,,29888.0,697462.0,18251.0,,Chris Brown,chris brown,WR,FA,1993-12-08,27.4,2016.0,,,,,73.0,195.0,Notre Dame,2025,Chris Brown,Chris Brown_29888,29888.0
8164,7021,,,,,,,,,339.0,397221.0,BrowCh03,chris-brown-1,3025.0,199.0,,6429.0,0.0,,,Chris Brown,chris brown,RB,FA,1981-04-17,40.1,2003.0,3.0,29.0,93.0,,75.0,235.0,Colorado,2025,Chris Brown,Chris Brown_6429,6429.0
10324,1108,,,,,,,,,,,CallCh00,chris-calloway-1,442.0,,,,0.0,,,Chris Calloway,chris calloway,WR,FA,,,1990.0,4.0,16.0,97.0,,70.0,185.0,Michigan,2025,Chris Calloway,Chris Calloway_<NA>,
